product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
269,2,203,Jackson Inc Young,"Here past responsibility example its radio relate. Direction must culture discuss until whom.
Interesting watch decision wear cup simple lose. Seat rock executive Republican peace threat child.",564.25,559.56,237,15.98,True,2023-01-06,"Davis, Decker and Padilla",SKU-93948,4.3,419
270,1,105,Acosta-Smith Daughter,"Might song movie offer process pressure. Degree claim operation check need buy lawyer represent.
Use who occur. Mission protect think break society others all.",884.27,786.92,439,7.84,True,2023-01-07,Walker-Dean,SKU-46483,4.5,847
271,1,105,"Flores, Thompson and Ellis Kitchen","Near on and. Experience less coach six white six.
Rock determine beyond very garden claim effort.
Mean material sit least believe. Direction tough physical board class.",110.73,107.9,191,7.38,True,2023-01-04,"Mercado, Stevens and Vaughn",SKU-44387,4.3,514
272,5,503,"Cole, Barnes and Reyes Standard","Wall situation station the hear model within.
Into discussion investment our. Have season only defense find car five. Value experience work ground.",601.0,554.28,601,2.37,True,2023-01-15,Brown-Mayer,SKU-90918,3.3,709
273,3,305,"Terrell, Hill and Daniels I","Improve option student cause force break themselves. Such plant wear.
Buy stand really environmental fact so. Religious tree still keep.
Bit answer reveal hotel. Door coach serious.",594.27,555.3,320,2.45,True,2023-01-06,"Keller, Thomas and Conway",SKU-58929,4.4,544
274,4,404,"Jacobson, White and Hamilton Window","When to soldier talk author production technology. Resource hit newspaper we myself rise.
Item amount receive out soldier. Instead trial carry evidence short easy. Ground score light read movie.",600.46,549.4,433,3.8,True,2023-01-23,Duffy PLC,SKU-94575,4.9,188
275,5,502,West Ltd Listen,"Believe health unit floor cost human. Your be pattern. As today under.
Might just return begin popular once suffer. Protect father little people bank. Rate state box success rule per.",494.75,409.68,322,16.86,True,2023-01-28,Reed Group,SKU-57059,4.9,514
276,2,202,"Wilson, Brown and Lewis Site",Machine wish trial director court here politics. Money maintain team traditional difficult even. Benefit blood yet center.,817.06,811.15,517,13.1,True,2023-01-16,"Morales, Santiago and Meyers",SKU-64477,4.4,475
277,4,402,Bryan PLC Factor,Class start attention across so success. Laugh establish before by protect skin create project.,91.84,74.04,779,4.49,False,2023-01-08,Davenport-Sanchez,SKU-80465,3.6,814
278,4,405,Mathis-Cannon Building,"Effect spring citizen within campaign.
Wonder ready wall probably throughout after believe plan. Serve positive society nor wear either admit. Garden race indicate song stock industry.",745.09,710.21,562,10.27,True,2023-01-09,Barton-Perez,SKU-81186,4.6,395
279,5,501,Clark-Dorsey List,Ready first candidate. Choose operation administration success once education. Hit military significant dark forward nothing.,762.4,677.22,223,19.8,True,2023-01-27,Williams Group,SKU-95678,4.5,314
280,1,104,Castillo-Simmons Democratic,Analysis skin democratic quality.,270.19,262.74,89,8.84,True,2023-01-25,Wilcox-Rodriguez,SKU-41056,3.4,767
281,5,503,Garcia-Chen Glass,"Strategy model range pressure hair suddenly. Finally industry itself machine. Arrive nor mean company.
Despite operation leg town bit.",862.44,795.21,438,3.4,True,2023-01-07,"Lewis, Escobar and Castaneda",SKU-37124,4.6,597
282,3,305,"Little, Hall and Brooks Agreement",Course light unit for address. American fast attack full suddenly. Together remember million whether certain feel structure.,288.27,261.68,331,19.58,True,2023-01-19,Thomas-Hamilton,SKU-45041,4.9,542
283,1,102,Sandoval-Rivera Kid,"Question so building personal no.
Least yet certainly human course model in be. Design rate choose benefit value good during. Should bad off.",963.14,921.86,940,1.28,True,2023-01-21,"Woods, Jenkins and Johnson",SKU-26631,4.4,153
284,2,202,Perkins-Moore Record,Image white experience might. Movie quickly skin its language simply.,714.28,689.78,779,16.89,True,2023-01-05,Rodriguez Ltd,SKU-85684,4.3,657
285,4,404,"Blake, Baker and Bentley Week",Heavy paper adult training great. Somebody test couple forward line so. Seven remain message nation. Set never up modern their.,457.47,423.95,901,15.4,True,2023-01-24,"Castaneda, Ramirez and Woods",SKU-46467,4.4,919
286,3,304,Mueller Inc Financial,Maintain room from employee such. Fall chair relate manager culture. Food themselves start election cold.,950.75,822.84,2,17.39,True,2023-01-03,Harrison Inc,SKU-70089,4.3,728
287,3,301,Lucas-Perry Note,Break too foreign structure tend sign offer star. Matter physical court his money skill. Beautiful situation level statement much cut nice.,797.72,701.63,991,8.65,True,2023-01-09,Freeman-Santos,SKU-52318,4.7,359
288,5,505,"Hernandez, Johnson and Mcmahon Knowledge",Military pass onto still. Debate month close manager. Drive decade ahead not treat police interview ever.,139.29,135.18,807,6.94,True,2023-01-02,"Peterson, Neal and Morales",SKU-16021,3.2,814
289,4,401,Smith-Odom Sound,Black bring head include. Program scientist child be these represent. Pretty board majority cause. Call imagine administration player cost land.,132.99,129.21,451,9.18,True,2023-01-14,Ferguson Inc,SKU-36518,5.0,946
290,2,203,"Anderson, Smith and Jackson Dark",Parent whole customer. Water treatment success especially. Statement so soldier write drive management minute public.,167.39,165.14,280,1.96,True,2023-01-03,"Burns, Luna and Davis",SKU-58738,4.3,682
291,2,201,"Curry, Rice and Ward Enough",Military determine sometimes student that future bank. Kind score office game us forward. National page defense PM those ago treat.,402.38,346.49,716,15.13,True,2023-01-03,Mccormick Ltd,SKU-22475,3.0,500
292,1,102,Munoz LLC Reason,"Only mention until at. Out opportunity bring forget. Place our somebody beyond rest former.
Camera mind four reality black. Street hear your. Note nature bar different.",597.74,540.29,455,0.28,True,2023-01-27,"Kennedy, Morris and Gonzalez",SKU-25806,5.0,446
293,2,204,Wright-Johnson For,Message could police save foot expect break term. Charge author cell will apply onto.,80.12,70.23,748,16.14,True,2023-01-12,Woods Group,SKU-49223,3.3,815
294,2,202,Cobb Ltd Wait,"Process wall rock tree image song. Painting maybe prepare foot.
Instead goal know government could pretty several less.",77.73,70.94,624,13.04,True,2023-01-24,"Moore, Daniels and Sellers",SKU-37925,4.3,176
295,4,405,Curry PLC Behind,Operation race miss course direction most modern reflect. With participant scene yet campaign. Point perform home continue draw recent against.,689.7,670.38,88,17.94,True,2023-01-04,Mitchell and Sons,SKU-87276,4.5,369
296,4,403,Navarro-Morris Market,"Fly month player within. Maintain as design north capital. Product reflect put center quite.
Relate box him record. Green return development late sure during. Least argue first.",793.17,673.84,660,1.78,True,2023-01-20,Hansen PLC,SKU-89638,3.6,980
297,1,103,"Hernandez, Castro and Allen Trip","Per minute certainly fact. At stay born impact.
Toward hospital cause maintain.
Serve director sport official lose really age.",213.39,196.62,193,14.98,True,2023-01-02,"Santiago, Russell and Green",SKU-41370,4.0,135
298,2,204,Thomas Group Defense,Official meet community parent project throughout traditional. Soldier hot appear agent key ok. Might forward benefit sing house.,641.7,522.47,910,19.56,True,2023-01-30,Williams-Miller,SKU-51480,3.3,891
299,5,504,Small-Weiss Act,Represent focus wrong tend need. Allow hold guy fall quite gas throw. Recent language put in man the. Entire owner what.,371.76,348.18,781,9.47,True,2023-01-03,Huerta-Bowen,SKU-12187,4.2,27
300,3,302,Alvarez-Adams Experience,"Style cost type democratic clearly. Bit worry continue international event conference.
Similar group simple yeah. Rate community usually business. Woman option rate know rest.",49.43,40.14,808,8.02,True,2023-01-23,Hudson-Randall,SKU-75673,4.5,452
301,4,401,Boyd-Padilla Few,"Business kind easy. Another wish since one pressure sense.
Until again nor whether see high list long. Image home sport spend.",644.13,584.57,156,5.62,True,2023-01-17,Warren Inc,SKU-36633,4.9,168
302,5,503,"Hernandez, Ellis and Vasquez Something","Almost image analysis produce service success game. Full cost teacher.
Leader since authority debate piece such attack. Develop that white far nice.",396.82,367.8,854,13.03,True,2023-01-10,Reid LLC,SKU-67342,4.5,882
303,2,201,Barker PLC On,Within medical speak toward. Less apply somebody commercial girl so international capital.,252.03,248.24,118,9.12,True,2023-01-10,Santiago-Santiago,SKU-97304,4.5,769
304,2,201,Brown Inc Through,Official street issue pull never affect reality. Remain officer break reduce machine another. Kind start environment three.,22.54,18.65,11,3.36,True,2023-01-17,"Montgomery, Miller and Fisher",SKU-77793,4.6,755
305,3,302,Richardson-Welch Leader,"Scene bank organization art. Report partner hotel suffer decade.
This money heart score could. Rock pattern campaign pay actually guy international.",378.15,359.23,894,5.45,True,2023-01-25,Wright Inc,SKU-13847,3.7,453
306,3,305,Brown PLC Difference,"Think beautiful piece enter.
Front stay night. Use practice learn seat factor. Write forward become organization sort off talk.
Indeed maybe change. Human one art season professor he.",73.23,69.02,590,12.59,True,2023-01-17,Romero Ltd,SKU-57202,3.1,894
307,5,502,Johns Group Series,"Dog maybe dark general star me. May dog including sister someone hit.
Letter available available take discuss. General plan fund none present.",374.01,318.29,105,17.9,True,2023-01-04,"Wolfe, Campbell and Taylor",SKU-39937,4.5,19
308,1,101,"Lowe, Robinson and Mason Pm",Step organization sound. Cultural remember central imagine. Man few into available painting finish produce impact.,252.11,225.47,392,18.41,True,2023-01-31,"Cooper, Butler and Leon",SKU-14635,4.1,951
309,4,402,Parker-Reyes Also,"Partner deal then should organization big. Lead prepare way term box laugh improve return.
Whatever star interview glass us. Race behind fill book that thought.",328.58,290.22,737,6.47,True,2023-01-19,"Marshall, Morris and Hayes",SKU-58864,3.2,710
310,1,102,Hayes-Graham Animal,"Pull executive decision end specific piece. Commercial career night capital you analysis.
Lay television cold team wish every those. South economy scientist.",230.95,208.59,47,19.09,False,2023-01-15,"Daniel, Dickerson and Brown",SKU-47002,4.5,338
311,3,301,"Valentine, Williams and Mcguire Shoulder",Attention today box onto trip water all. South age wear main join measure. Rock improve decide position.,557.56,446.94,205,5.9,True,2023-01-24,"Maxwell, Smith and Ward",SKU-91620,3.5,393
312,5,504,"Price, Velasquez and Thomas Pattern","Cause challenge front place born agree rather. Guess step take national final performance guy.
Ball look require or.
Official scientist alone a outside. Discuss right itself condition summer PM.",997.81,953.08,750,18.02,True,2023-01-08,Perry-Pennington,SKU-29735,3.0,435
313,1,102,Estrada-Garza Black,"Others health focus report. Take now spend cold to above feel. Lead cut push herself.
Almost help manage. Carry audience trade. Attack actually economy service tell accept.
Trouble let politics rest.",546.13,506.37,710,17.56,True,2023-01-01,White-Lee,SKU-96154,3.8,764
314,3,301,Romero and Sons Candidate,"Pattern heavy weight tree clearly station fight often. Sport that method source.
Must method site cover free. Return main free alone stuff. Deal food can office author most individual room.",213.14,212.42,429,9.89,False,2023-01-05,Compton Inc,SKU-46677,3.2,956
315,2,205,Soto-Miller Past,"Individual third mouth personal majority recently wife. World perhaps century program process key.
Best record yeah per. Result buy everybody happy. Tend media then hour radio region ask.",418.93,410.18,469,19.49,False,2023-01-04,"Green, Rice and Camacho",SKU-76247,3.3,857
316,4,401,Bush and Sons Place,"Ok simply seat already result office. Yard store capital white. Almost organization theory fine. Against success east open risk now.
President difficult check foreign feel meeting.",595.98,484.21,678,19.29,True,2023-01-09,"Griffith, Hamilton and Vazquez",SKU-51288,4.9,421
317,3,303,"Wilson, Reed and Wilkinson Measure","During fish rather worker network. Score subject house trade know. General so speak see time.
Describe or sure. Born former describe so. Want generation degree science.",458.23,387.99,966,4.13,True,2023-01-19,Moreno LLC,SKU-24283,3.3,178
318,4,404,"Cooper, Peck and Lawrence Wide","Support task since.
May fine Republican within. Far current this performance establish.
Deal race exist agree movement many. Film someone deal girl public material.",320.89,264.46,366,19.3,True,2023-01-10,"Rodriguez, Brown and Hahn",SKU-70731,3.5,138
319,1,102,Rhodes and Sons Reach,"Medical organization record politics. Full go computer audience single add. This candidate car base give.
Nation president cut out effect air. Analysis music tax lot.",809.52,696.87,721,13.97,False,2023-01-27,"Sandoval, Ward and Taylor",SKU-52964,3.3,746
320,2,203,"Hickman, Lowery and Fuentes Contain",After person investment off. Create I leader game these significant sister. Radio school good at carry.,402.28,325.76,306,5.28,True,2023-01-01,Brown-Haynes,SKU-63004,4.7,590
321,5,502,"Green, Anderson and Herrera Artist",Thousand subject marriage difficult actually. Report small wrong cup west return. Game mention especially magazine agency next.,103.78,85.14,812,2.88,False,2023-01-27,Boone-Castro,SKU-39135,3.3,854
322,4,403,Peters Inc First,"Far under agent and.
Important run out husband director reach other. Yard bar here response.
Possible red support almost toward often. Suffer no consider either open six pull value.",689.42,680.81,86,11.69,True,2023-01-27,Monroe-Rice,SKU-19828,3.0,79
323,2,204,Swanson Inc Only,"Once why activity event. Religious set record example. Play American like prepare every.
Remain cut deep business necessary test.
Foot step throw Republican. Community open address ground go of.",811.21,663.89,867,16.6,True,2023-01-02,"Obrien, Rogers and Anderson",SKU-70423,3.1,957
324,5,504,Johnson-Zavala Produce,Card someone save save. Since near security sign small according information. Himself sell front government fear someone good. Song country marriage expect agency protect grow.,823.47,723.83,30,7.72,True,2023-01-12,"Richardson, Jackson and Holland",SKU-38143,4.8,293
325,3,304,Webster-Rice Better,"Wide authority customer back someone pressure. Anything so though total better.
College forward so. Follow drop shoulder present.",884.59,713.8,634,12.38,True,2023-01-16,Cannon Ltd,SKU-64000,4.8,506
326,1,101,Thomas Inc Likely,"Adult generation memory contain the these discover. Modern enough fight.
College body grow response audience. Us scientist quickly even.",286.98,237.46,204,12.89,True,2023-01-08,Owens-Ross,SKU-92674,5.0,568
327,1,104,"Diaz, Mcclure and Murphy Answer","Everything memory draw support care tough. Situation blue join always network long dog customer.
Bill here allow lead. Baby nation politics site crime join.",784.1,683.59,557,15.65,True,2023-01-19,Burke Group,SKU-75849,3.6,289
328,2,201,Frey-Martinez Oil,"Sign together account cell table nor. Carry Congress nice. But environment appear.
Group hand there key. They individual again less. Voice history until here item concern subject.",325.69,274.82,917,16.23,True,2023-01-26,Higgins-Moody,SKU-71824,4.1,801
329,5,502,Hunter Group Gas,"Mother with ask believe success model. Pattern Democrat after next raise. Right water resource.
Benefit bar top range ever. Detail style character. Including claim institution. Best house future.",974.24,798.9,672,4.9,True,2023-01-26,Knight Group,SKU-17328,4.5,991
330,2,205,Miller PLC Parent,Whole beyond office. Couple language contain issue money. Key head mean who shake travel identify.,848.04,813.68,363,18.71,True,2023-01-06,Jones and Sons,SKU-33081,3.5,337
331,3,305,Jones PLC Staff,"Produce develop hit plan drop live. Itself compare human. Class whose man.
Even message within live. Together yourself drive born small public. Radio without brother situation yard instead.",37.92,35.65,970,11.4,True,2023-01-31,Dillon-Wise,SKU-34672,4.7,848
332,4,405,Brown-Bradley Woman,"Data trial military listen stock anyone until. Protect cell station send one.
Chair operation learn growth total. Born red read senior single if save. Sell be outside language shake treat near agent.",315.96,283.76,92,1.22,True,2023-01-01,"Bernard, Howard and Bennett",SKU-79002,4.0,351
333,5,502,Rose-Davis Wonder,Only skill investment more go. School light someone with plant more. Soon sort once water money one culture.,808.38,701.8,181,18.38,True,2023-01-11,Rogers Group,SKU-17806,3.0,618
334,2,201,"Robles, Smith and Blackburn Edge",Three visit long huge sound base box. Natural democratic according activity. Wait personal sometimes admit.,848.02,824.39,983,1.54,True,2023-01-22,Jones-Parker,SKU-61851,4.2,361
335,3,303,Fleming PLC Would,Author century military account soldier condition. Prevent relate ahead city. Risk ready especially book our. Weight stop ok though blood increase marriage.,145.09,120.64,971,8.79,True,2023-01-16,"Lara, Griffin and Perez",SKU-95089,3.6,739
336,5,505,Logan LLC End,"Shake generation ball understand half. True street help quality.
Sister maintain man season near movement.",789.12,666.53,603,16.31,True,2023-01-24,"King, Hunt and Conway",SKU-48602,3.3,763
337,1,105,"Johnson, Long and Young Finish",There out crime happy cover short. Suddenly body collection heart often treat after. Manage clear author develop force woman sure.,397.69,397.23,988,11.39,True,2023-01-11,Lawrence-Padilla,SKU-90134,3.4,597
338,1,104,Ramos LLC Hold,"Radio leader say change real wife product. Myself about if guess. Others age rest his morning ground area.
Congress social page get different. View run figure describe why resource enjoy.",149.24,141.64,243,7.0,True,2023-01-21,"Wallace, Jackson and Terrell",SKU-21629,4.6,701
339,3,304,Smith Group Conference,"Girl approach scene thing ever three.
Toward prevent reveal. Director town military surface simple name. Civil anyone forget since trial then.",21.28,17.92,709,1.45,True,2023-01-04,Ruiz-Kelly,SKU-10167,3.1,467
340,4,402,"Odonnell, Johnson and Bolton Range","Approach pay general answer long seat brother door. Yeah moment amount maintain head record certain art.
Positive there list bed. Example enough industry work trial garden.",885.71,795.91,387,7.09,True,2023-01-27,Hutchinson Inc,SKU-72847,4.6,600
341,2,202,Howard PLC Address,"Quite grow then health design type. Nation its hospital wind compare. Data kind research most individual.
Accept end major right imagine.",456.77,438.43,34,5.97,True,2023-01-31,Morrow-Barrera,SKU-23726,3.1,186
342,4,402,"Salazar, Bowen and Lopez Cup",Involve trip piece see movie attorney like. Month number same second no civil recently. Politics class bag production budget. Project cup mention concern spring popular society.,734.67,668.11,919,19.56,True,2023-01-20,"Clark, Keller and Reed",SKU-73273,4.4,466
343,2,205,"Watson, Olson and Miller Talk","Generation many various force prevent investment itself rock. Degree knowledge real could economic sport.
Current rise factor agree. Page ok government term.",890.86,740.68,103,6.69,True,2023-01-14,George-Parks,SKU-82628,4.4,772
344,5,503,Cooley LLC Show,"Fall test nearly he suggest know. Show during feeling if.
During recently TV box. Popular answer others. Southern leader budget provide.",663.99,570.69,98,1.09,True,2023-01-27,Morales Group,SKU-74349,3.3,379
345,1,104,"Rodriguez, Rios and Adkins Structure",Professional themselves account group quite reflect cause. Audience occur possible stay north make information. Plant easy baby since.,96.75,93.34,640,12.04,True,2023-01-01,Hawkins Group,SKU-37125,3.3,312
346,1,104,Pratt-Berry He,"Dinner leg thing occur contain story care. Compare growth price every. Expert partner bag their.
Clear stock beautiful enter. Determine cut anything surface. Fast organization make style home price.",845.33,728.4,407,9.47,True,2023-01-09,Luna-Burke,SKU-21945,4.3,405
347,2,203,Rodriguez-Mueller Never,"Bed control responsibility.
Appear information yet line result assume. Serve of behind person address.
Teacher produce about day land yourself director authority. Partner box couple.",886.64,774.82,456,0.99,True,2023-01-09,Walker LLC,SKU-39654,4.7,594
348,1,102,"Watson, Bell and Holt Almost",Level cover up miss physical form. Of heart child with tonight minute create participant. Lose truth three however loss industry election.,754.71,704.52,87,13.4,True,2023-01-14,"Robinson, Harrison and Long",SKU-87296,3.5,77
349,4,405,Watkins and Sons When,"Forget situation relationship laugh plan person. Likely budget occur improve allow. Mind leader poor seem campaign campaign chair.
Series rich guy business join.",424.45,385.02,887,18.73,True,2023-01-08,Carrillo PLC,SKU-72424,3.6,426
350,1,105,Tanner-Hoffman Glass,Player environmental entire such either bring hair. Middle possible administration article check free serve southern. Goal young style.,575.51,519.89,585,13.58,True,2023-01-04,Page-Sampson,SKU-68856,3.3,186
351,2,202,Nichols Group Student,Capital detail station manage our admit production. Various include development significant number before everyone own. Beyond hour fill look rich others.,134.92,119.36,699,8.76,True,2023-01-21,Reed and Sons,SKU-29382,4.7,283
352,3,301,"Howard, Stewart and Lowery Available","Throw not itself investment term. Agreement several discussion he.
Voice drug heavy of garden human fine. Down decade American week far particularly. College continue north back true special score.",96.16,87.63,565,6.59,True,2023-01-15,Bright Group,SKU-11620,4.6,652
353,5,505,Morris Ltd Reach,"Behavior day wrong well month. Not describe history operation radio fight care.
Receive player financial interest prepare because ago. Sure wide take condition. Me always beautiful appear money we.",783.87,644.74,153,3.05,True,2023-01-25,Jackson-Miller,SKU-23133,4.8,584
354,1,103,Simmons and Sons Traditional,Usually Congress at shake. Time special source order. Paper serve say write approach arrive. Deal myself least moment on.,868.8,847.97,898,8.28,True,2023-01-16,"Branch, Nguyen and Delgado",SKU-84976,4.2,54
355,2,203,Johnson Ltd Fact,"Cultural shoulder do now physical direction.
Share word perform. Decade tend enjoy reason. Media fill whose.
Traditional happy east risk possible kitchen. Him modern teach when early shake.",408.94,377.72,697,13.9,False,2023-01-29,Hart-French,SKU-53449,4.4,62
356,4,403,"Clay, Pope and Daugherty Ahead","Coach wait remain score raise wind. Including someone quality south peace. Officer leader pay kid part question.
Your sign responsibility short large.",898.06,722.08,837,15.89,True,2023-01-27,Pearson Group,SKU-74437,4.7,716
357,1,102,Williams-Gallegos Standard,Yet since accept rise entire keep Mr. Finally red cost house hour become here.,143.04,142.3,453,15.5,True,2023-01-24,Reyes-Henderson,SKU-64627,4.2,112
358,2,204,Kelley LLC Soon,"Appear its cut deal choose discussion. Theory when of later.
Product seek economic big month. Rock loss week. Low region personal discover return agent heart.",219.28,211.56,758,9.74,True,2023-01-12,Romero Inc,SKU-17367,4.0,176
359,1,103,Hansen Inc Think,Record low interesting quite whom most hold reflect. Wide operation true him determine. Skin sing final she attorney him.,712.47,627.46,799,17.04,True,2023-01-01,Daniels LLC,SKU-32772,3.4,866
360,2,201,"Moore, Mckinney and Phillips Reach",Natural skill medical ask executive beautiful south. Give never today want consumer perform. Also commercial range item well.,257.0,229.06,940,7.27,True,2023-01-12,Kelly Ltd,SKU-70846,4.0,666
361,1,101,Cervantes-Fuller Interest,"Huge arm admit rate third TV. Season never eat father certain why. Rock best green old.
Race interest realize laugh. Chair politics between debate seat health work. Conference idea affect spend.",249.52,224.01,456,3.63,True,2023-01-19,"Bennett, Craig and Henderson",SKU-82264,3.7,183
362,3,301,Wang and Sons Expect,Summer war table answer. Figure plan stock difficult. Finally beautiful police soon country direction help.,292.22,256.37,166,17.09,True,2023-01-07,Owens-Lewis,SKU-39012,4.3,708
363,2,203,Ibarra-Watson Full,"Fact card piece strategy everything each whose.
Group heart we small draw series. Current size late. Life successful several sea step game theory.",655.07,591.3,885,15.63,True,2023-01-01,Hardy LLC,SKU-72140,4.8,673
364,2,205,Jacobs Inc Do,Computer later since true finally. This her election. Such since five country seven.,802.86,678.22,622,16.12,True,2023-01-31,"Hall, Tran and Golden",SKU-94245,3.6,928
365,4,403,Hall-Romero Forget,"Fund loss institution society job me crime. Morning threat cause brother price.
Building visit table near better teacher.",464.41,391.79,309,13.58,True,2023-01-13,Allen and Sons,SKU-86609,3.2,535
366,3,305,Christensen and Sons Improve,Several military democratic. Travel story fly. Detail every hair concern. Lead third every investment.,650.87,599.98,305,13.72,True,2023-01-11,Atkins-Moore,SKU-46239,4.3,894
367,3,303,"Mckenzie, Sanders and Reed Federal",Cup note financial join of side notice. Me deal sense also heavy.,659.56,653.25,667,6.05,True,2023-01-25,Martinez Ltd,SKU-41496,4.8,844
368,5,504,Snyder PLC Dinner,"Ten ahead artist cell attention enjoy follow. Lawyer edge let everyone evidence situation.
Why security happen. Include by whom pretty near on care economic. Out my report open focus near than.",663.93,621.53,738,0.61,True,2023-01-10,Larsen PLC,SKU-44003,4.8,434
369,4,401,"Parsons, Mcbride and Thompson Must","Well any early. Send turn treat business this early fear.
Occur role provide need focus man. May five off place man nothing skill.",587.19,586.58,835,3.88,True,2023-01-08,"Young, Johnson and Morgan",SKU-99957,4.1,816
370,4,403,"Wilson, Foley and Holt Thus",Notice my writer note. Build should late his enjoy only machine. Put industry kind around open fine best usually. Middle detail stand.,512.24,496.41,860,13.19,True,2023-01-10,"Jones, Harris and Bradshaw",SKU-22793,3.9,768
371,3,305,"Rivera, Gordon and Blake She","Mrs spend floor unit second today. Who air black then data job. Nearly drug ahead design cost.
Student enough type time despite southern. Buy expert magazine Mr. Visit box once today set type box.",765.29,640.25,696,18.0,True,2023-01-08,Smith-Castro,SKU-56567,3.4,913
372,3,304,Fischer Group By,Population agreement rate during. Water black position want road put responsibility. Bring role case company too until growth.,790.21,684.53,266,11.75,True,2023-01-04,Stephenson-Neal,SKU-71674,3.1,665
373,5,505,"Davis, Zamora and Peters Behind",Born successful pick organization. Discover individual put food threat. Morning authority born.,944.86,769.34,910,3.97,True,2023-01-22,"Mendoza, Brown and Dixon",SKU-60026,4.1,439
374,1,102,Braun-Kline Maintain,"Six thousand fall try owner home. Middle car employee yeah spend could next. Development free break less.
Serve marriage their term full training site model. Establish serious recent how.",145.99,122.64,419,19.75,True,2023-01-15,White PLC,SKU-28772,3.6,749
375,2,201,"Harper, Jones and Walker Get","Final arm analysis paper. Travel instead however American perhaps listen.
Generation team shake north pay network. Hair history hand near. Plan affect card image.",492.71,456.35,181,6.34,False,2023-01-15,Cunningham-Bowman,SKU-45851,3.4,803
376,2,205,"Moreno, Jackson and Allen Data",Reality city though how always high. Low information keep city option audience.,766.84,688.56,781,15.62,True,2023-01-14,Booth-Payne,SKU-93032,3.9,454
377,4,404,Powell-Oliver Nor,"Federal over computer. Skill miss decade history of course.
Thank raise water. Meeting concern according paper according under.",14.62,13.26,748,7.52,False,2023-01-11,"Carey, Douglas and Holmes",SKU-79603,3.4,715
378,1,102,Davenport-George Goal,"Gun much red mission.
Risk financial need form throw politics ground. Option capital beat parent. Bill important he computer score.",234.0,228.25,319,2.67,True,2023-01-19,Barber Ltd,SKU-50123,3.3,857
379,1,103,"Pacheco, Moore and Carrillo Cut","Dark else expect despite. Example economic want school. Property fill hot. Stop world minute maintain I woman window.
Amount national consider make. Available nor section approach culture eat.",948.98,845.72,532,11.97,True,2023-01-29,"Gordon, Alvarez and Lewis",SKU-27536,3.7,938
380,4,403,"Ramirez, Green and Wilson Magazine","Economy word training memory language begin wrong. Election these daughter pay until activity candidate speech.
House establish fall way. Along also form moment as mother everything.",752.61,626.91,928,18.37,True,2023-01-08,"Walker, Harris and Robertson",SKU-39402,4.5,149
381,2,201,"Barnett, Mason and Riley Forget","Full enough from way. Here myself ago wide win send easy.
Key opportunity station employee head perform. Next option someone hold peace continue prepare.
Fly left message figure.",593.8,495.11,375,14.25,True,2023-01-13,Carrillo-Warner,SKU-93928,3.5,567
382,5,501,Lyons PLC Major,Computer audience ten scene second. Hard or history. Ever tonight coach possible everything.,597.98,484.12,110,13.11,False,2023-01-23,Frey-Kirk,SKU-25176,3.8,408
383,1,105,"Ford, Park and Robinson Great","Level knowledge model. Available whose meeting late each very another.
Ago high federal analysis walk dog ground. Rise tree suggest crime effort. Understand near either machine money board.",260.21,244.7,210,13.93,True,2023-01-10,Mason LLC,SKU-65164,4.3,691
384,5,503,Anderson Group Free,"Grow no son process. Real to where.
Able might boy hit hotel perform. Voice determine exist plan. Deal foreign billion unit.
Eye treatment radio coach crime. Serve eye claim describe. Goal win while.",626.57,589.07,428,16.63,True,2023-01-24,"Clay, Brooks and Meyers",SKU-90962,3.2,128
385,1,104,"Whitehead, Shah and Griffin Movie","Measure loss point perhaps. Poor child toward thank according.
Lay prove shake forward they mouth economy. Himself economy cup.
Common effect difference senior. Reduce left consider have market.",206.66,173.58,269,16.65,True,2023-01-12,Evans Inc,SKU-63707,3.6,54
386,5,504,Anderson Inc Matter,"Much environment style walk. Father like security present store. Bit them young far summer.
Successful leader positive star month. Other Mrs green technology crime seek herself.",911.25,854.43,492,6.68,False,2023-01-22,Cunningham-Perkins,SKU-21665,4.8,867
387,5,504,Brown-Morris Entire,"Not policy activity for other nearly. Above force throughout stock majority computer. Start go culture require occur glass. Ball within require any already him painting.
Name up spend call.",157.65,128.96,523,1.59,True,2023-01-29,Spencer-Grant,SKU-43540,4.3,477
388,3,303,Smith PLC Partner,Win individual growth point box generation. Sit require perform consider can. Data me enjoy radio much role beat save. Responsibility week how identify around student morning.,469.63,385.08,178,17.5,True,2023-01-12,"Potter, Stein and Vaughan",SKU-98705,3.6,776
389,1,101,Sanders-Martin Success,Gun interest half ago window week magazine mind. Wear size prepare understand. Magazine compare decision send image worry check until.,852.73,834.02,9,17.05,True,2023-01-06,York LLC,SKU-53078,3.7,464
390,5,503,"Ford, Gonzalez and Weber Manager",Important drive line itself notice drive down. Year wear time who method should. Truth budget work occur themselves. Two eat energy show first.,879.69,720.11,834,6.92,True,2023-01-13,"Weiss, Hardy and Olsen",SKU-69839,3.5,406
391,4,404,Jones-Ramirez Central,Contain seem appear no trade pull sister. Home culture technology sort. His I official federal training consumer make.,652.36,625.86,115,2.74,True,2023-01-31,Larson PLC,SKU-30892,3.2,946
